	Statement	Label	Primary_Evidence	Secondary_Evidence
55575476-10b0-456f-9b1d-b915857d4ca5	Female Patients with LVEF > 50%,  who have previously undergone treatment with trastuzumab emtansine or lapatinib are still eligible for NCT02073487 but are excluded from NCT02658734.	Entailment	Exclusion Criteria:  Prior treatment with trastuzumab emtansine  Prior treatment with lapatinib or lapatinib with capecitabine or non-comparable biologic or biosimilar of trastuzumab	Inclusion Criteria:  Female gender;  Age 18 years;  Performance Status- Eastern Cooperative Oncology Group (ECOG) 0-1  Histologically confirmed invasive breast cancer:  Primary tumor greater than 1 cm diameter, measured by clinical examination and mammography or ultrasound.  Any N,  No evidence of metastasis (M0) (isolated supra-clavicular node involvement allowed);  Over expression and/or amplification of HER2 in the invasive component of the primary tumor and confirmed by a certified laboratory prior to randomization.  Known hormone receptor status.  Hematopoietic status:  CBC not less than .75 of institutional lower limit. Absolute neutrophil count  1,5 x 10^9/L, Platelet count  100 x 10^9/L, Hemoglobin at least 9 g/dl,  Hepatic status:  Serum total bilirubin  2 x upper limit of normal (ULN). In the case of known Gilbert's syndrome, a higher serum total bilirubin (< 1.5 x ULN) is allowed, Aspartate Aminotransferase (AST) and Alanine Aminotransferase (ALT)  3.5 times ULN, Alkaline phosphatase  2.5 times ULN,  Renal status: Creatinine  1.5mg/dL, Cardiovascular: Baseline left ventricular ejection fraction (LVEF) ³ 50% measured by echocardiography (ECHO) or Multiple Gate Acquisition (MUGA) scan,  Negative serum or urine β-hCG pregnancy test at screening for patients of childbearing potential within 2-weeks (preferably 7 days) prior to randomization.  Fertile patients must use effective contraception (barrier method - condoms, diaphragm - also in conjunction with spermicidal jelly, or total abstinence. Oral, injectable, or implant hormonal contraceptives are not allowed)  Signed informed consent form (ICF)  Patient accepts to make available tumor samples for submission to central laboratory to conduct translational studies as part of this protocol.Exclusion Criteria:  Previous (less than 5 years) or current history of malignant neoplasms, except for curatively treated: Basal and squamous cell carcinoma of the skin; Carcinoma in situ of the cervix.  Patients with a prior malignancy diagnosed more than 5 years prior to randomization may enter the study.  Preexisting peripheral neuropathy  grade 2  Known history of uncontrolled or symptomatic angina, clinically significant arrhythmias, congestive heart failure, transmural myocardial infarction, uncontrolled hypertension (  180/110), unstable diabetes mellitus, dyspnea at rest, or chronic therapy with oxygen;  Concurrent disease or condition that would make the subject inappropriate for study participation or any serious medical disorder that would interfere with the subject's safety;  Unresolved or unstable, serious adverse events from prior administration of another investigational drug;  Dementia, altered mental status, or any psychiatric condition that would prevent the understanding or rendering of ICF;  Malabsorption syndrome, disease significantly affecting gastrointestinal function, or resection of the stomach or small bowel. Subjects with ulcerative colitis are also excluded;  Concurrent neoadjuvant cancer therapy (chemotherapy, radiation therapy, immunotherapy, biologic therapy other than the trial therapies);  Concurrent treatment with an investigational agent or participation in another therapeutic clinical trial;  Known immediate or delayed hypersensitivity reaction or idiosyncrasy to drugs chemically related to trastuzumab Emtansine, trastuzumab, lapatinib, paclitaxel, abraxane or their components;  Pregnant or lactating women;  Concomitant use of CYP3A4 inhibitors or inducers  Other concurrent severe and/or uncontrolled concomitant medical conditions (e.g. active or uncontrolled infection, uncontrolled diabetes) that could cause unacceptable safety risks or compromise compliance with the protocol  Patients have an active infection and require IV or oral antibiotics.  Pregnant or breast-feeding women  Patients unwilling or unable to comply with the protocol
6fe036d6-6ce3-404a-be3e-1f7223721a16	Female Patients with LVEF > 50%,  who have previously undergone treatment with any of the following drugs; trastuzumab emtansine, paclitaxel, abraxane or lapatinib are still eligible for NCT02658734 but are excluded from NCT02073487.	Contradiction	Inclusion Criteria:  Prospectively confirmed HER2-positive (i.e., IHC 3+ or IHC 2+ and gene amplified by fluorescence in situ hybridization [FISH] positive) as assessed on primary tumor and/or metastatic site  Documented progression of unresectable, locally advanced, or mBC, determined by the investigator  Left ventricular ejection fraction (LVEF) >/= 50% by echocardiogram (ECHO)  Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1  A negative serum Beta-Human Chorionic Gonadotropin (Beta-HCG) test for women of childbearing potential (premenopausal or not meeting the definition of postmenopausal i.e. >/= 12 months of amenorrhea), and women who have not undergone surgical sterilization (i.e., absence of ovaries and/or uterus)  For women of childbearing potential: agreement to remain abstinent (refrain from heterosexual intercourse) or use two adequate non-hormonal methods of contraception, including at least one method with a failure rate of <1% per year, during the treatment period and for at least 7 months after the last dose of study drug  For men: agreement to remain abstinent (refrain from heterosexual intercourse) or use contraceptive measures and agreement to refrain from donating sperm. With female partners of childbearing potential, men must remain abstinent or use a condom plus an additional contraceptive method that together result in a failure rate of <1% per year during the treatment period and for at least 7 months plus 90 days (a spermatogenesis cycle) after the last dose of study drug. Men must refrain from donating sperm during this same period. With pregnant female partners, men must remain abstinent or use a condom during the treatment period and for at least 7 months after the last dose of study drug.Exclusion Criteria:  Prior treatment with trastuzumab emtansine  Prior treatment with lapatinib or lapatinib with capecitabine or non-comparable biologic or biosimilar of trastuzumab  Peripheral neuropathy of Grade >/= 3 per the National Cancer Institute's Common Terminology Criteria for Adverse Events (NCI CTCAE [version 4.03])  History of other malignancy within the previous 5 years, except for appropriately treated carcinoma in situ of the cervix, non-melanoma skin carcinoma, Stage 1 uterine cancer, synchronous or previously diagnosed HER2-positive breast cancer, or cancers with a similar curative outcome as those mentioned above  History of receiving any anti-cancer drug/biologic or investigational treatment within 21 days prior to enrollment except hormone therapy, which can be given up to 7 days prior to enrollment; recovery of treatment-related toxicity consistent with other eligibility criteria  History of exposure to cumulative doses of anthracyclines, as defined in the protocol  History of radiation therapy within 14 days of enrollment  Brain metastases that are untreated, symptomatic, or require therapy to control symptoms, as well as a history of radiation, surgery, or other therapy, including steroids, to control symptoms from brain metastases within 2 months (60 days) before enrollment  CNS only disease  History of a decrease in LVEF to < 40% or symptomatic congestive heart failure (CHF) with previous trastuzumab treatment  History of symptomatic chronic heart failure (New York Heart Association [NYHA] Classes II-IV) or serious cardiac arrhythmia requiring treatment  History of myocardial infarction or unstable angina within 6 months of enrollment  Current dyspnea at rest due to complications of advanced malignancy or requirement for continuous oxygen therapy  Current severe, uncontrolled systemic disease  Pregnancy or lactation  Concurrent, serious, uncontrolled infections or current known infection with human immunodeficiency virus (HIV) or active hepatitis B and/or hepatitis C. For patients who are known carriers of hepatitis B virus (HBV), active hepatitis B infection must be ruled out, based on negative serologic testing and/or determination of HBV DNA viral load per local guidelines  Presence of conditions that could affect gastrointestinal absorption: malabsorption syndrome, resection of the small bowel or stomach, and ulcerative colitis  History of intolerance (such as Grade 3-4 infusion reaction) or known hypersensitivity to trastuzumab or murine proteins or any component of the product  Assessed by the investigator to be unable or unwilling to comply with the requirements of the protocol	Inclusion Criteria:  Female gender;  Age 18 years;  Performance Status- Eastern Cooperative Oncology Group (ECOG) 0-1  Histologically confirmed invasive breast cancer:  Primary tumor greater than 1 cm diameter, measured by clinical examination and mammography or ultrasound.  Any N,  No evidence of metastasis (M0) (isolated supra-clavicular node involvement allowed);  Over expression and/or amplification of HER2 in the invasive component of the primary tumor and confirmed by a certified laboratory prior to randomization.  Known hormone receptor status.  Hematopoietic status:  CBC not less than .75 of institutional lower limit. Absolute neutrophil count  1,5 x 10^9/L, Platelet count  100 x 10^9/L, Hemoglobin at least 9 g/dl,  Hepatic status:  Serum total bilirubin  2 x upper limit of normal (ULN). In the case of known Gilbert's syndrome, a higher serum total bilirubin (< 1.5 x ULN) is allowed, Aspartate Aminotransferase (AST) and Alanine Aminotransferase (ALT)  3.5 times ULN, Alkaline phosphatase  2.5 times ULN,  Renal status: Creatinine  1.5mg/dL, Cardiovascular: Baseline left ventricular ejection fraction (LVEF) ³ 50% measured by echocardiography (ECHO) or Multiple Gate Acquisition (MUGA) scan,  Negative serum or urine β-hCG pregnancy test at screening for patients of childbearing potential within 2-weeks (preferably 7 days) prior to randomization.  Fertile patients must use effective contraception (barrier method - condoms, diaphragm - also in conjunction with spermicidal jelly, or total abstinence. Oral, injectable, or implant hormonal contraceptives are not allowed)  Signed informed consent form (ICF)  Patient accepts to make available tumor samples for submission to central laboratory to conduct translational studies as part of this protocol.Exclusion Criteria:  Previous (less than 5 years) or current history of malignant neoplasms, except for curatively treated: Basal and squamous cell carcinoma of the skin; Carcinoma in situ of the cervix.  Patients with a prior malignancy diagnosed more than 5 years prior to randomization may enter the study.  Preexisting peripheral neuropathy  grade 2  Known history of uncontrolled or symptomatic angina, clinically significant arrhythmias, congestive heart failure, transmural myocardial infarction, uncontrolled hypertension (  180/110), unstable diabetes mellitus, dyspnea at rest, or chronic therapy with oxygen;  Concurrent disease or condition that would make the subject inappropriate for study participation or any serious medical disorder that would interfere with the subject's safety;  Unresolved or unstable, serious adverse events from prior administration of another investigational drug;  Dementia, altered mental status, or any psychiatric condition that would prevent the understanding or rendering of ICF;  Malabsorption syndrome, disease significantly affecting gastrointestinal function, or resection of the stomach or small bowel. Subjects with ulcerative colitis are also excluded;  Concurrent neoadjuvant cancer therapy (chemotherapy, radiation therapy, immunotherapy, biologic therapy other than the trial therapies);  Concurrent treatment with an investigational agent or participation in another therapeutic clinical trial;  Known immediate or delayed hypersensitivity reaction or idiosyncrasy to drugs chemically related to trastuzumab Emtansine, trastuzumab, lapatinib, paclitaxel, abraxane or their components;  Pregnant or lactating women;  Concomitant use of CYP3A4 inhibitors or inducers  Other concurrent severe and/or uncontrolled concomitant medical conditions (e.g. active or uncontrolled infection, uncontrolled diabetes) that could cause unacceptable safety risks or compromise compliance with the protocol  Patients have an active infection and require IV or oral antibiotics.  Pregnant or breast-feeding women  Patients unwilling or unable to comply with the protocol
10ee0450-8a2a-4da3-a563-2e3fce80a0cc	Heavy smokers (more than 5 cigarettes smoked per day) are eligible for NCT03371732 and NCT02073487.	Entailment	Inclusion Criteria:  Female gender;  Age 18 years;  Performance Status- Eastern Cooperative Oncology Group (ECOG) 0-1  Histologically confirmed invasive breast cancer:  Primary tumor greater than 1 cm diameter, measured by clinical examination and mammography or ultrasound.  Any N,  No evidence of metastasis (M0) (isolated supra-clavicular node involvement allowed);  Over expression and/or amplification of HER2 in the invasive component of the primary tumor and confirmed by a certified laboratory prior to randomization.  Known hormone receptor status.  Hematopoietic status:  CBC not less than .75 of institutional lower limit. Absolute neutrophil count  1,5 x 10^9/L, Platelet count  100 x 10^9/L, Hemoglobin at least 9 g/dl,  Hepatic status:  Serum total bilirubin  2 x upper limit of normal (ULN). In the case of known Gilbert's syndrome, a higher serum total bilirubin (< 1.5 x ULN) is allowed, Aspartate Aminotransferase (AST) and Alanine Aminotransferase (ALT)  3.5 times ULN, Alkaline phosphatase  2.5 times ULN,  Renal status: Creatinine  1.5mg/dL, Cardiovascular: Baseline left ventricular ejection fraction (LVEF) ³ 50% measured by echocardiography (ECHO) or Multiple Gate Acquisition (MUGA) scan,  Negative serum or urine β-hCG pregnancy test at screening for patients of childbearing potential within 2-weeks (preferably 7 days) prior to randomization.  Fertile patients must use effective contraception (barrier method - condoms, diaphragm - also in conjunction with spermicidal jelly, or total abstinence. Oral, injectable, or implant hormonal contraceptives are not allowed)  Signed informed consent form (ICF)  Patient accepts to make available tumor samples for submission to central laboratory to conduct translational studies as part of this protocol.Exclusion Criteria:  Previous (less than 5 years) or current history of malignant neoplasms, except for curatively treated: Basal and squamous cell carcinoma of the skin; Carcinoma in situ of the cervix.  Patients with a prior malignancy diagnosed more than 5 years prior to randomization may enter the study.  Preexisting peripheral neuropathy  grade 2  Known history of uncontrolled or symptomatic angina, clinically significant arrhythmias, congestive heart failure, transmural myocardial infarction, uncontrolled hypertension (  180/110), unstable diabetes mellitus, dyspnea at rest, or chronic therapy with oxygen;  Concurrent disease or condition that would make the subject inappropriate for study participation or any serious medical disorder that would interfere with the subject's safety;  Unresolved or unstable, serious adverse events from prior administration of another investigational drug;  Dementia, altered mental status, or any psychiatric condition that would prevent the understanding or rendering of ICF;  Malabsorption syndrome, disease significantly affecting gastrointestinal function, or resection of the stomach or small bowel. Subjects with ulcerative colitis are also excluded;  Concurrent neoadjuvant cancer therapy (chemotherapy, radiation therapy, immunotherapy, biologic therapy other than the trial therapies);  Concurrent treatment with an investigational agent or participation in another therapeutic clinical trial;  Known immediate or delayed hypersensitivity reaction or idiosyncrasy to drugs chemically related to trastuzumab Emtansine, trastuzumab, lapatinib, paclitaxel, abraxane or their components;  Pregnant or lactating women;  Concomitant use of CYP3A4 inhibitors or inducers  Other concurrent severe and/or uncontrolled concomitant medical conditions (e.g. active or uncontrolled infection, uncontrolled diabetes) that could cause unacceptable safety risks or compromise compliance with the protocol  Patients have an active infection and require IV or oral antibiotics.  Pregnant or breast-feeding women  Patients unwilling or unable to comply with the protocol	Inclusion Criteria :  women with primary breast cancer, without ongoing support for substance use.  An AUDIT-C score >1 or more than one cigarette smoked per day.  Individuals able to consent to benefit of intervention focused on substance use. (Karnofsky Index >70).  Exclusion Criteria :  Patients who currently use substances for which a second-line care is already committed.  Patients with a Karnofsky index <70.
b35e817a-d073-4342-a2f1-d492b4dfc645	Heavy smokers (more than 5 cigarettes smoked per day) and patients undergoing methadone or buprenorphine maintenance therapy for opiod addiction are eligible for NCT03371732 and NCT02073487.	Contradiction	Inclusion Criteria:  Female gender;  Age 18 years;  Performance Status- Eastern Cooperative Oncology Group (ECOG) 0-1  Histologically confirmed invasive breast cancer:  Primary tumor greater than 1 cm diameter, measured by clinical examination and mammography or ultrasound.  Any N,  No evidence of metastasis (M0) (isolated supra-clavicular node involvement allowed);  Over expression and/or amplification of HER2 in the invasive component of the primary tumor and confirmed by a certified laboratory prior to randomization.  Known hormone receptor status.  Hematopoietic status:  CBC not less than .75 of institutional lower limit. Absolute neutrophil count  1,5 x 10^9/L, Platelet count  100 x 10^9/L, Hemoglobin at least 9 g/dl,  Hepatic status:  Serum total bilirubin  2 x upper limit of normal (ULN). In the case of known Gilbert's syndrome, a higher serum total bilirubin (< 1.5 x ULN) is allowed, Aspartate Aminotransferase (AST) and Alanine Aminotransferase (ALT)  3.5 times ULN, Alkaline phosphatase  2.5 times ULN,  Renal status: Creatinine  1.5mg/dL, Cardiovascular: Baseline left ventricular ejection fraction (LVEF) ³ 50% measured by echocardiography (ECHO) or Multiple Gate Acquisition (MUGA) scan,  Negative serum or urine β-hCG pregnancy test at screening for patients of childbearing potential within 2-weeks (preferably 7 days) prior to randomization.  Fertile patients must use effective contraception (barrier method - condoms, diaphragm - also in conjunction with spermicidal jelly, or total abstinence. Oral, injectable, or implant hormonal contraceptives are not allowed)  Signed informed consent form (ICF)  Patient accepts to make available tumor samples for submission to central laboratory to conduct translational studies as part of this protocol.Exclusion Criteria:  Previous (less than 5 years) or current history of malignant neoplasms, except for curatively treated: Basal and squamous cell carcinoma of the skin; Carcinoma in situ of the cervix.  Patients with a prior malignancy diagnosed more than 5 years prior to randomization may enter the study.  Preexisting peripheral neuropathy  grade 2  Known history of uncontrolled or symptomatic angina, clinically significant arrhythmias, congestive heart failure, transmural myocardial infarction, uncontrolled hypertension (  180/110), unstable diabetes mellitus, dyspnea at rest, or chronic therapy with oxygen;  Concurrent disease or condition that would make the subject inappropriate for study participation or any serious medical disorder that would interfere with the subject's safety;  Unresolved or unstable, serious adverse events from prior administration of another investigational drug;  Dementia, altered mental status, or any psychiatric condition that would prevent the understanding or rendering of ICF;  Malabsorption syndrome, disease significantly affecting gastrointestinal function, or resection of the stomach or small bowel. Subjects with ulcerative colitis are also excluded;  Concurrent neoadjuvant cancer therapy (chemotherapy, radiation therapy, immunotherapy, biologic therapy other than the trial therapies);  Concurrent treatment with an investigational agent or participation in another therapeutic clinical trial;  Known immediate or delayed hypersensitivity reaction or idiosyncrasy to drugs chemically related to trastuzumab Emtansine, trastuzumab, lapatinib, paclitaxel, abraxane or their components;  Pregnant or lactating women;  Concomitant use of CYP3A4 inhibitors or inducers  Other concurrent severe and/or uncontrolled concomitant medical conditions (e.g. active or uncontrolled infection, uncontrolled diabetes) that could cause unacceptable safety risks or compromise compliance with the protocol  Patients have an active infection and require IV or oral antibiotics.  Pregnant or breast-feeding women  Patients unwilling or unable to comply with the protocol	Inclusion Criteria :  women with primary breast cancer, without ongoing support for substance use.  An AUDIT-C score >1 or more than one cigarette smoked per day.
4bc45602-f2eb-496b-af52-64cb2e2bbaa2	patients with Karnofsky Index  = 72 are eligible for NCT03371732.	Entailment	Inclusion Criteria :  women with primary breast cancer, without ongoing support for substance use.  An AUDIT-C score >1 or more than one cigarette smoked per day.  Individuals able to consent to benefit of intervention focused on substance use. (Karnofsky Index >70).	
fb0d14c6-2757-4396-ad0e-a8b541a1a85a	Any patients with Karnofsky Index  < 80 are eligible for NCT03371732.	Contradiction	Inclusion Criteria :  women with primary breast cancer, without ongoing support for substance use.  An AUDIT-C score >1 or more than one cigarette smoked per day.  Individuals able to consent to benefit of intervention focused on substance use. (Karnofsky Index >70).	
7da66993-2714-410c-8810-1cd0c76a4f32	Adult Patients with Histologically proven HER2- infiltrating breast cancer that have had a Previous lumpectomy or same side mammary reduction are excluded from both NCT00943670 and NCT02279108.	Entailment	Inclusion Criteria:  Histologically proved infiltrating breast cancer (ductal, lobular carcinoma…) or a carcinoma in-situ with an elevated risk of micro-invasion. (High grade with necrosis, radiologically evaluated size more than 40mm, or immediate mastectomy…)  Unifocal or multifocal but in same quarter  Size < 5cm clinically palpable or not  Clinically or ultrasound axillary N0  Isotopic sentinel node detection  Adult patient  Signed informed consent by patient or legally responsable authority  Patient registered to a social security system  No surgical contra-indicationExclusion Criteria:  Mammary carcinoma recurrence  Previous same side mammary reduction  Previous lumpectomy  Contra-indication to surgery  Pregnant or breast feeding patient  Denial of participation	Inclusion Criteria:  Histologically documented, locally advanced, or metastatic breast cancer; measurable and/or non-measureable but evaluable disease is permitted  HER2-positive disease  History of prior trastuzumab therapy  Life expectancy  90 days as assessed by the investigator  Negative urine pregnancy test  72 hours prior to Cycle 1 Day 1 for all women of childbearing potential  For patients of childbearing potential, agreement to use one highly effective form of contraception or two effective forms of contraception for the duration of the study treatment(s) and for 4 months after the last dose of T-DM1 or 6 months after the last dose of pertuzumab, if applicableExclusion Criteria:  Any chemotherapy, hormonal therapy, radiotherapy, immunotherapy, or biologic therapy for the treatment of breast cancer within 2 weeks of the first study treatment  Prior T-DM1 or pertuzumab therapy  History of intolerance (such as Grade 3-4 infusion reaction) and/or adverse events related to trastuzumab  Grade  2 (based on National Cancer Institute Common Terminology Criteria for Adverse Events [NCI CTCAE] v3) peripheral neuropathy at the time of or within 3 weeks prior to the first study treatment  Brain metastases that are untreated or progressive or have required any type of therapy, including radiation, surgery, and/or steroids, to control symptoms from brain metastases within 60 days prior to the first study treatment  History of cardiac disease, unstable angina, symptomatic congestive heart failure (CHF) (Class  II per the New York Heart Associate [NYHA] guidelines), myocardial infarction, or ventricular arrhythmia  6 months prior to Cycle 1, Day 1  Implantable pacemaker or automatic implantable cardioverter defibrillator  Congenital long QT syndrome or family history of long QT syndrome  Current uncontrolled hypertension  Current treatment with medications that alter cardiac conduction (e.g., digitalis, beta-blockers, or calcium channel blockers) or medications that are generally accepted to have a risk of causing torsades de pointes (TdP)  Current known active infection with human immunodeficiency virus (HIV), hepatitis B virus, or hepatitis C virus  Major surgical procedure or significant traumatic injury within 28 days prior to first study treatment, or anticipation of the need for major surgery during the course of study treatment
f326822a-3521-4702-a3b8-663477817fab	Adult Patients with Histologically proven Unifocal HER2- infiltrating breast cancer that have not had Previous lumpectomy or same side mammary reduction and have no Contra-indication to surgery are excluded from NCT02279108.	Contradiction	Inclusion Criteria:  Histologically proved infiltrating breast cancer (ductal, lobular carcinoma…) or a carcinoma in-situ with an elevated risk of micro-invasion. (High grade with necrosis, radiologically evaluated size more than 40mm, or immediate mastectomy…)  Unifocal or multifocal but in same quarter  Size < 5cm clinically palpable or not  Clinically or ultrasound axillary N0  Isotopic sentinel node detection  Adult patient  Signed informed consent by patient or legally responsable authority  Patient registered to a social security system  No surgical contra-indicationExclusion Criteria:  Mammary carcinoma recurrence  Previous same side mammary reduction  Previous lumpectomy  Contra-indication to surgery  Pregnant or breast feeding patient  Denial of participation	
acfc55ab-64da-4c85-aeec-0f4c1f757c51	The Change From Baseline in Mean Duration of the QTcF Interval for patients in NCT00943670 was at its highest on Day 1 of the third cycle, post T-DM1 intravenous (IV) infusion.	Entailment	Outcome Measurement:   Change From Baseline in Mean Duration of the QTc Interval  The QT interval is a measure of time between the start of the Q wave and the end of the T wave in the heart's electrical cycle. The corrected QT interval was calculated using Fridericia's correction (QTcF) from electrocardiogram (ECG) data. Each participant had triplicate QTcF intervals measured at each timepoint and the average was calculated for each patient at each timepoint. For each timepoint, a participant's corresponding baseline QTcF interval was subtracted from the average QTcF intervals to create a baseline-adjusted average QTcF interval.  Time frame: Cycle 1 Day 1, pre-dose (Baseline); Cycle 1 Day 1, 15 and 60 minutes post-dose; Cycle 1 Day 8; and Cycle 3 Day 1, 15 minutes pre-dose and 15 and 60 minutes post-dose.Results 1:   Arm/Group Title: T-DM1  Arm/Group Description: Trastuzumab emtansine (T-DM1) was administered to participants by intravenous (IV) infusion on Day 1 of every 3 week cycle at a dose of 3.6 mg/kg.  Overall Number of Participants Analyzed: 51  Mean (Standard Deviation)  Unit of Measure: milliseconds  Cycle 1, Day 1, 15 minutes post-dose [N=44]: 1.2         (8.3)  Cycle 1, Day 1, 60 minutes post-dose [N=45]: -1.0         (6.3)  Cycle 1, Day 8 [N=43]: -4.0         (13.4)  Cycle 3, Day 1, 15 minutes pre-dose [N=35]: -0.1         (10.1)  Cycle 3, Day 1, 15 minutes post-dose [N=37]: 4.7         (9.6)  Cycle 3, Day 1, 60 minutes post-dose [N=37]: 4.7         (10.9)	
c3b80419-fe28-4bbf-a36e-5adf5d6c1ed2	The Change From Baseline in Mean Duration of the QTcF Interval for patients in NCT00943670 was at its highest on Day 1 of the third cycle, before T-DM1 intravenous (IV) infusion.	Contradiction	Outcome Measurement:   Change From Baseline in Mean Duration of the QTc Interval  The QT interval is a measure of time between the start of the Q wave and the end of the T wave in the heart's electrical cycle. The corrected QT interval was calculated using Fridericia's correction (QTcF) from electrocardiogram (ECG) data. Each participant had triplicate QTcF intervals measured at each timepoint and the average was calculated for each patient at each timepoint. For each timepoint, a participant's corresponding baseline QTcF interval was subtracted from the average QTcF intervals to create a baseline-adjusted average QTcF interval.  Time frame: Cycle 1 Day 1, pre-dose (Baseline); Cycle 1 Day 1, 15 and 60 minutes post-dose; Cycle 1 Day 8; and Cycle 3 Day 1, 15 minutes pre-dose and 15 and 60 minutes post-dose.Results 1:   Arm/Group Title: T-DM1  Arm/Group Description: Trastuzumab emtansine (T-DM1) was administered to participants by intravenous (IV) infusion on Day 1 of every 3 week cycle at a dose of 3.6 mg/kg.  Overall Number of Participants Analyzed: 51  Mean (Standard Deviation)  Unit of Measure: milliseconds  Cycle 1, Day 1, 15 minutes post-dose [N=44]: 1.2         (8.3)  Cycle 1, Day 1, 60 minutes post-dose [N=45]: -1.0         (6.3)  Cycle 1, Day 8 [N=43]: -4.0         (13.4)  Cycle 3, Day 1, 15 minutes pre-dose [N=35]: -0.1         (10.1)  Cycle 3, Day 1, 15 minutes post-dose [N=37]: 4.7         (9.6)  Cycle 3, Day 1, 60 minutes post-dose [N=37]: 4.7         (10.9)	
1afe1e2e-2001-4926-bdce-062b11549a49	The majority of patients in NCT00054132 had an EGFR Expression level of 0, and 0 patients had an EGFR of 3 or above.	Entailment	Outcome Measurement:   Level of EGFR Expression  Estimated at the end of the trial Immunoreactivity will be evaluated qualitatively with regard to intensity as follows: Measured on a scale, ranging from 0-3+ 0=negative (no immunoreactivity)1+ - 3+ = positive:  faint immunoreactivity (weak staining)  intense immunoreactivity (strong staining) Immunohistochemical studies will be performed on the tumor specimen to correlate the anti-tumor efficacy of OSI-774 and bevacizumab with pre-treatment molecular characteristics.  Time frame: Up to 12 yearsResults 1:   Arm/Group Title: Treatment (Erlotinib Hydrochloride, Bevacizumab)  Arm/Group Description: Patients receive erlotinib hydrochloride PO QD on days 1-21 and bevacizumab IV over 30-90 minutes on day 1. Courses repeat every 21 days in the absence of disease progression or unacceptable toxicity.  Overall Number of Participants Analyzed: 38  Measure Type: Number  Unit of Measure: participants  EGFR 0: 24EGFR 1+: 8EGFR 2+: 4  EGFR 3+: 0  Insufficient tumor tissue: 2	
bcb66b29-cb5a-4cd5-81c6-c80f7e1dfb3d	As NCT00054132 and NCT01421017 use very similar outcome metrics, we can easily compare and contrast across their results.	Contradiction	Outcome Measurement:   Level of EGFR Expression  Estimated at the end of the trial Immunoreactivity will be evaluated qualitatively with regard to intensity as follows: Measured on a scale, ranging from 0-3+ 0=negative (no immunoreactivity)1+ - 3+ = positive:	Outcome Measurement:   Systemic Tumor Response Rates (Complete Response+Partial Response)  The systemic tumor response refers to the response at the time of best overall response. The response criteria are specially adapted from Response Evaluation Criteria in Solid Tumor for Immunotherapies (Wolchok, et al., 2009).  Time frame: 9 weeks from the start of the treatment of RT
cb3b7f83-d337-472e-bea3-2b038ba138b1	NCT01421017 studies the effects of CTX/IMQ/RT and IMQ+RT on Systemic Tumor Response Rates 9 weeks after the start of treatment.	Entailment	Outcome Measurement:   Systemic Tumor Response Rates (Complete Response+Partial Response)  The systemic tumor response refers to the response at the time of best overall response. The response criteria are specially adapted from Response Evaluation Criteria in Solid Tumor for Immunotherapies (Wolchok, et al., 2009).  Time frame: 9 weeks from the start of the treatment of RT	
fe435e67-3f52-41cf-9fd8-291cfef14a80	NCT01421017 studies the effects of CTX/IMQ/RT and Epothilone on Central Nervous System (CNS) Progression-free Survival(PFS), 9 weeks after the start of treatment.	Contradiction	Outcome Measurement:   Systemic Tumor Response Rates (Complete Response+Partial Response)  The systemic tumor response refers to the response at the time of best overall response. The response criteria are specially adapted from Response Evaluation Criteria in Solid Tumor for Immunotherapies (Wolchok, et al., 2009).  Time frame: 9 weeks from the start of the treatment of RT	
f27b5f75-dd2d-4183-bdfb-f36ed0d02242	In NCT00450866 a cohort 1 has a higher percentage of patients with progression free survival at 3 months after treatment, than cohort 2. 	Entailment	Outcome Measurement:   Central Nervous System (CNS) Progression-free Survival(PFS)  The number of patients that are documented to have progression free survival at 3 months after treatment. Progression free is define as <25% increase in tumor area.  PFS will be measured from the date of entry into the trial to the date of documented progression of brain metastases or death.  Time frame: 3 months after treatmentResults 1:   Arm/Group Title: Epothilone B: Group A  Arm/Group Description: Group A: Patients with progressive, radiographically measurable parenchymal brain metastases after whole brain radiation therapy (WBRT). Patupilone will be administered as a single intravenous infusion over 20 minutes, once every 3 weeks. Patupilone will be administered at a dose of 10 mg/m2 (q3weeks) with actual body weight.  Overall Number of Participants Analyzed: 45  Measure Type: Number  Unit of Measure: participants  12Results 2:   Arm/Group Title: Epothilone B: Group B  Arm/Group Description: Group B: an exploratory cohort of patients, with either leptomeningeal metastases (LMD) or unirradiated, asymptomatic brain metastasis from breast cancer (BCBM).Patupilone will be administered as a single intravenous infusion over 20 minutes, once every 3 weeks. Patupilone will be administered at a dose of 10 mg/m2 (q3weeks) with actual body weight.  Overall Number of Participants Analyzed: 10  Measure Type: Number  Unit of Measure: participants  2	
